Base Cake,Truffle Type,Primary Flavor,Secondary Flavor,Color Group,Customer,Date,KG,EBITDA/KG
Tiramisu,Chocolate Outer,Doughnut,Ginger Beer,Teal,Fickelgruber,5/2020,428.0,0.3328577165537282
Tiramisu,Chocolate Outer,Doughnut,Pear,Amethyst,Fickelgruber,5/2020,42704.25889967639,0.34919442744870893
Tiramisu,Chocolate Outer,Doughnut,Pear,Burgundy,Zebrabar,5/2020,108.64285714285714,0.5532646714359639
Tiramisu,Chocolate Outer,Doughnut,Pear,Teal,Zebrabar,5/2020,7035.866666666668,0.4576716355945951
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,Slugworth,5/2020,19177.638036809818,0.6484650207552773
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Burgundy,Zebrabar,5/2020,1526.2857142857142,0.20028945467602802
Butter,Candy Outer,Butter Pecan,Toffee,Taupe,Slugworth,6/2020,40735.10802469136,0.21408486583112088
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,Slugworth,6/2020,299024.08854166674,0.20531523964970133
Butter,Candy Outer,Ginger Lime,Banana,Burgundy,Perk-a-Cola,6/2020,51795.97953216374,0.12759835944574788
Butter,Candy Outer,Ginger Lime,Banana,White,Fickelgruber,6/2020,13671.296296296296,0.18902525212236346
Butter,Candy Outer,Ginger Lime,Rum,Amethyst,Fickelgruber,6/2020,12274.009146341465,0.39682047809429105
Butter,Candy Outer,Ginger Lime,Rum,Burgundy,Fickelgruber,6/2020,371.2903225806451,0.12029051450103952
Butter,Candy Outer,Ginger Lime,Tutti Frutti,Amethyst,Slugworth,6/2020,12317.397660818711,0.3321309959051214
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,Zebrabar,6/2020,119015.43674698795,0.1378588974426751
Butter,Candy Outer,Margarita,Mixed Berry,Amethyst,Slugworth,6/2020,47142.928571428565,0.09783935893273298
Butter,Candy Outer,Pear,Whipped Cream,White,Zebrabar,6/2020,936.2804878048779,0.3517313231857556
Butter,Candy Outer,Pink Lemonade,Banana,Amethyst,Dandy's Candies,6/2020,2729.705056179775,0.11078208766183274
Butter,Candy Outer,Raspberry Ginger Ale,Banana,Amethyst,Slugworth,6/2020,16918.132716049382,0.2273902099185517
Butter,Candy Outer,Raspberry Ginger Ale,Vanilla,Amethyst,Slugworth,6/2020,58020.911949685535,0.38955934754409627
Butter,Candy Outer,Raspberry Ginger Ale,Vanilla,Burgundy,Slugworth,6/2020,117.22222222222223,0.17418480763344774
Butter,Candy Outer,Sassafras,Apricot,Amethyst,Fickelgruber,6/2020,74.78571428571429,0.3085685705435486
Butter,Candy Outer,Spice,Passion Fruit,Amethyst,Fickelgruber,6/2020,5456.578050443081,0.17174721526786904
Butter,Candy Outer,Spice,Passion Fruit,White,Zebrabar,6/2020,2010.9477124183009,0.2332755873470767
Butter,Candy Outer,Spice,Whipped Cream,Amethyst,Zebrabar,6/2020,93302.72435897436,0.2567286349182455
Butter,Candy Outer,Spice,Whipped Cream,Burgundy,Slugworth,6/2020,42.48417721518987,0.30242331369400527
Butter,Candy Outer,Spice,Whipped Cream,White,Zebrabar,6/2020,3665.8097686375318,0.2743748512794165
Butter,Candy Outer,Wild Cherry Cream,Apricot,Amethyst,Fickelgruber,6/2020,132.94270833333334,0.032762970509147796
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,Zebrabar,6/2020,140637.14285714287,0.056100565544806226
Butter,Chocolate Outer,Cream Soda,Peppermint,Burgundy,Dandy's Candies,6/2020,3798.9285714285716,0.16833053824016891
Butter,Chocolate Outer,Horchata,Dill Pickle,Amethyst,Fickelgruber,6/2020,90677.41228070176,0.11257850577320899
Butter,Chocolate Outer,Kettle Corn,Black Cherry,Amethyst,Dandy's Candies,6/2020,23123.5,0.01083144091895348
Butter,Chocolate Outer,Kettle Corn,Black Cherry,Black,Zebrabar,6/2020,54.83333333333334,0.13394496409680234
Butter,Chocolate Outer,Kettle Corn,Black Cherry,Burgundy,Perk-a-Cola,6/2020,538.8571428571429,-0.21228523055187254
Butter,Chocolate Outer,Kettle Corn,Black Cherry,Opal,Slugworth,6/2020,8104.40251572327,-0.12122403171945667
Butter,Chocolate Outer,Kettle Corn,Black Cherry,White,Fickelgruber,6/2020,3569.0359477124184,0.10781953348037557
Butter,Chocolate Outer,Lemon Bar,Wild Cherry Cream,Amethyst,Dandy's Candies,6/2020,45601.615168539334,0.03176133301233422
Butter,Chocolate Outer,Orange Pineapple	P,Papaya,Amethyst,Perk-a-Cola,6/2020,79091.23475609756,0.2843003512803403
Butter,Chocolate Outer,Orange Pineapple	P,Papaya,Burgundy,Perk-a-Cola,6/2020,1432.2712418300653,-0.15858690739481646
Butter,Chocolate Outer,Plum,Black Cherry,Amethyst,Fickelgruber,6/2020,15110.75,0.13675302034657044
Butter,Chocolate Outer,Plum,Black Cherry,Opal,Fickelgruber,6/2020,9772.200520833334,0.12619763547576932
Butter,Chocolate Outer,Plum,Black Cherry,White,Perk-a-Cola,6/2020,10861.245674740483,0.0740448636450464
Butter,Chocolate Outer,Plum,Mango,Black,Slugworth,6/2020,3578.592162554427,0.2350659936676125
Butter,Jelly Filled,Orange,Cucumber,Amethyst,Slugworth,6/2020,21438.1875,-0.061531941475438987
Butter,Jelly Filled,Orange,Cucumber,Burgundy,Dandy's Candies,6/2020,15617.489114658929,-0.07519667010023465
Cheese,Chocolate Outer,Butter Toffee,Egg Nog,Citrine,Slugworth,6/2020,329.7142857142857,0.35115947860830465
Cheese,Chocolate Outer,Butter Toffee,Egg Nog,Rose,Perk-a-Cola,6/2020,13799.769319492505,0.5563704198899231
Cheese,Chocolate Outer,Butter Toffee,Egg Nog,Slate,Perk-a-Cola,6/2020,818.1891025641024,0.5211445441117398
Cheese,Chocolate Outer,Butter Toffee,Egg Nog,Teal,Zebrabar,6/2020,2185.3410740203194,0.4535470875131009
Cheese,Chocolate Outer,Butter Toffee,Egg Nog,White,Perk-a-Cola,6/2020,1702.1929824561405,0.7922457246760832
Cheese,Chocolate Outer,Lemon,Egg Nog,Rose,Slugworth,6/2020,663176.1973875181,0.32544919457606714
Cheese,Chocolate Outer,Lemon,Egg Nog,Teal,Dandy's Candies,6/2020,678.7183544303797,0.0684903235126777
Chiffon,Chocolate Outer,Acai Berry,Egg Nog,Teal,Zebrabar,6/2020,1868.867924528302,0.21164568875369566
Chiffon,Chocolate Outer,Acai Berry,Egg Nog,White,Slugworth,6/2020,1347.0,0.15960109413553888
Chiffon,Chocolate Outer,Apricot,Egg Nog,White,Dandy's Candies,6/2020,86.24595469255665,0.06079893713119207
Chiffon,Chocolate Outer,Birch Beer,Egg Nog,White,Slugworth,6/2020,181.55526992287918,0.1103296572862653
Chiffon,Chocolate Outer,Cherry Cream Spice,Egg Nog,White,Perk-a-Cola,6/2020,10245.87593728698,0.06451469594490045
Chiffon,Chocolate Outer,Creme de Menthe,Egg Nog,White,Zebrabar,6/2020,31412.04644412192,0.1699953433109263
Chiffon,Chocolate Outer,Fruit Punch,Egg Nog,White,Perk-a-Cola,6/2020,1968.8904494382025,0.07260001084519298
Chiffon,Chocolate Outer,Ginger Ale,Egg Nog,Black,Zebrabar,6/2020,85.32258064516128,0.15999416156559443
Chiffon,Chocolate Outer,Ginger Ale,Egg Nog,White,Fickelgruber,6/2020,14626.074074074077,0.2573729798136699
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,Black,Slugworth,6/2020,11791.8,0.20278530400243458
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,Opal,Fickelgruber,6/2020,13504.20634920635,0.14746965703596848
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,White,Perk-a-Cola,6/2020,63142.241379310355,0.10209193319116013
Chiffon,Chocolate Outer,Grand Mariner,Pear,White,Slugworth,6/2020,579.0625,0.1591277582566793
Chiffon,Chocolate Outer,Grand Mariner,Rock and Rye,Opal,Slugworth,6/2020,8173.714285714284,0.0504847566893628
Chiffon,Chocolate Outer,Grand Mariner,Rock and Rye,White,Dandy's Candies,6/2020,471.91011235955057,0.08797256227747238
Chiffon,Chocolate Outer,Orange Brandy,Egg Nog,Teal,Dandy's Candies,6/2020,1630.1966292134832,0.08830443720797934
Chiffon,Chocolate Outer,Pecan,Egg Nog,White,Perk-a-Cola,6/2020,5872.384615384615,0.03421320987961549
Chiffon,Chocolate Outer,Plum,Egg Nog,Black,Fickelgruber,6/2020,2854.854368932039,0.05964790646159785
Chiffon,Chocolate Outer,Plum,Egg Nog,Opal,Perk-a-Cola,6/2020,1180.5379746835442,-0.024478174520389313
Chiffon,Chocolate Outer,Toasted Coconut,Egg Nog,Black,Perk-a-Cola,6/2020,157.46855345911948,0.16621478092465444
Chiffon,Chocolate Outer,Toasted Coconut,Egg Nog,White,Fickelgruber,6/2020,30698.857142857138,-0.06404884650215467
Chiffon,Chocolate Outer,Watermelon,Egg Nog,Opal,Perk-a-Cola,6/2020,2355.267295597484,-0.029787843274659394
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,Slugworth,6/2020,114208.8534107402,-0.18576162971363644
Chiffon,Chocolate Outer,Wintergreen,Egg Nog,White,Zebrabar,6/2020,16569.26100628931,0.17460013095129934
Pound,Candy Outer,Vanilla,Tangerine,Black,Zebrabar,6/2020,712.4603174603176,0.7251334071940067
Pound,Candy Outer,Vanilla,Tangerine,Opal,Fickelgruber,6/2020,2499.2017416545723,0.43819270079831996
Pound,Candy Outer,Vanilla,Tangerine,White,Fickelgruber,6/2020,5712.3367198838905,0.30637060036455516
Pound,Chocolate Outer,Bavarian Cream,Apple,Tiffany,Dandy's Candies,6/2020,4463.780120481927,0.3019867891410163
Pound,Chocolate Outer,Bavarian Cream,Black Currant,Tiffany,Dandy's Candies,6/2020,14.663461538461537,0.6842432060199477
Pound,Chocolate Outer,Bavarian Cream,Kiwi,Tiffany,Perk-a-Cola,6/2020,2540.0,0.1917925337209268
Pound,Chocolate Outer,Bavarian Cream,Lemon,Tiffany,Zebrabar,6/2020,4528.380503144654,-0.054412734346376584
Pound,Chocolate Outer,Bavarian Cream,Tangerine,Tiffany,Fickelgruber,6/2020,220.55016181229772,0.20607683133374347
Pound,Chocolate Outer,Black Licorice,Egg Nog,Opal,Perk-a-Cola,6/2020,3786.966463414634,0.046971869009701295
Pound,Chocolate Outer,Black Licorice,Egg Nog,White,Slugworth,6/2020,1529.7752808988766,0.42209185077430555
Pound,Chocolate Outer,Caramel Cream,Apple,Opal,Fickelgruber,6/2020,773.5849056603773,0.8968817641803926
Pound,Chocolate Outer,Caramel Cream,Apple,White,Slugworth,6/2020,289.8888888888889,0.26588886484693863
Pound,Chocolate Outer,Caramel Cream,Black Currant,Opal,Perk-a-Cola,6/2020,11715.487421383648,0.41342925692997373
Pound,Chocolate Outer,Caramel Cream,Black Currant,White,Dandy's Candies,6/2020,188.7692307692308,0.310325331579804
Pound,Chocolate Outer,Caramel Cream,Kiwi,Black,Zebrabar,6/2020,102.64285714285714,0.353238787195447
Pound,Chocolate Outer,Caramel Cream,Kiwi,Opal,Perk-a-Cola,6/2020,627.2222222222222,-0.16248051593511031
Pound,Chocolate Outer,Caramel Cream,Kiwi,White,Fickelgruber,6/2020,2647.5,0.2088886080144809
Pound,Chocolate Outer,Caramel Cream,Lemon,Black,Dandy's Candies,6/2020,440.859375,0.3203405206718126
Pound,Chocolate Outer,Caramel Cream,Lemon,Opal,Dandy's Candies,6/2020,2002.1844660194174,0.032201283422661514
Pound,Chocolate Outer,Caramel Cream,Lemon,White,Dandy's Candies,6/2020,12691.209677419352,0.30544067891738913
Pound,Chocolate Outer,Cheesecake,Egg Nog,Black,Fickelgruber,6/2020,2566.693548387097,0.2968387498775652
Pound,Chocolate Outer,Cheesecake,Egg Nog,Opal,Fickelgruber,6/2020,211540.75757575763,0.16440439778510796
Pound,Chocolate Outer,Cheesecake,Egg Nog,Tiffany,Zebrabar,6/2020,19286.94968553459,0.29185789551952396
Pound,Chocolate Outer,Cheesecake,Egg Nog,White,Zebrabar,6/2020,124348.89322916669,0.19255763338163856
Pound,Chocolate Outer,Cheesecake,Hazelnut,Tiffany,Perk-a-Cola,6/2020,1236.25,0.32082358328740335
Pound,Chocolate Outer,Cherry Cola,Egg Nog,Opal,Zebrabar,6/2020,1075.3255208333335,0.30836790505270545
Pound,Chocolate Outer,Cherry Cola,Egg Nog,White,Dandy's Candies,6/2020,4793.829296424452,0.20868914982796916
Pound,Chocolate Outer,Coffee,Egg Nog,Opal,Zebrabar,6/2020,3403.3448673587077,0.2863293528821439
Pound,Chocolate Outer,Coffee,Egg Nog,White,Dandy's Candies,6/2020,50574.625,0.16421953917574195
Pound,Chocolate Outer,Irish Cream,Egg Nog,Opal,Fickelgruber,6/2020,3695.444059976932,0.11807203112924297
Pound,Chocolate Outer,Irish Cream,Egg Nog,White,Fickelgruber,6/2020,6965.361445783133,0.2598407514319426
Pound,Chocolate Outer,Lemon Custard,Egg Nog,Opal,Zebrabar,6/2020,2611.25,-0.0874132592070325
Pound,Chocolate Outer,Lemon Custard,Egg Nog,White,Dandy's Candies,6/2020,1992.4528301886792,0.01955810195353752
Pound,Chocolate Outer,Mango,Butter Rum,Tiffany,Slugworth,6/2020,9304.668674698794,0.1396213324206872
Pound,Chocolate Outer,Mango,Egg Nog,Black,Slugworth,6/2020,314.32038834951464,0.8191701990738638
Pound,Chocolate Outer,Mango,Egg Nog,Opal,Dandy's Candies,6/2020,2054.328561690525,0.39712281637323726
Pound,Chocolate Outer,Mango,Egg Nog,White,Zebrabar,6/2020,9306.611111111111,0.37241832998811597
Pound,Chocolate Outer,Mango,Fuzzy Navel,Black,Slugworth,6/2020,131.55526992287918,0.22326601237449287
Pound,Chocolate Outer,Mango,Fuzzy Navel,Opal,Dandy's Candies,6/2020,837.8787878787879,0.27309132413477233
Pound,Chocolate Outer,Mango,Fuzzy Navel,White,Dandy's Candies,6/2020,608.4770114942529,0.3047841267786393
Pound,Chocolate Outer,Mango,Mojito,Black,Zebrabar,6/2020,36.37096774193548,0.4901005226790971
Pound,Chocolate Outer,Mango,Mojito,Olive,Dandy's Candies,6/2020,103.3653846153846,0.9556485737453059
Pound,Chocolate Outer,Mango,Mojito,Opal,Zebrabar,6/2020,345.6428571428572,0.25887252795472615
Pound,Chocolate Outer,Mango,Mojito,White,Perk-a-Cola,6/2020,191.11111111111111,0.314033869275409
Pound,Chocolate Outer,Sour,Butter Rum,Tiffany,Zebrabar,6/2020,62.168396770472896,0.30973204699310697
Pound,Chocolate Outer,Sour,Egg Nog,Black,Slugworth,6/2020,411.1303344867358,0.397854825477263
Pound,Chocolate Outer,Sour,Egg Nog,Opal,Slugworth,6/2020,5038.387096774193,0.14237170631894303
Pound,Chocolate Outer,Sour,Egg Nog,White,Zebrabar,6/2020,10736.622807017544,0.14648819214821204
Sponge,Chocolate Outer,Amaretto,Egg Nog,Olive,Perk-a-Cola,6/2020,19129.33333333333,0.6572902668960184
Sponge,Chocolate Outer,Blueberry,Egg Nog,Olive,Perk-a-Cola,6/2020,19569.69230769231,0.6970125138675508
Sponge,Chocolate Outer,Blueberry,Egg Nog,Opal,Slugworth,6/2020,11.175616835994196,0.7818585836292742
Sponge,Chocolate Outer,Butter Milk,Egg Nog,Opal,Perk-a-Cola,6/2020,41871.69230769231,0.8852057093691013
Sponge,Chocolate Outer,Chocolate Mint,Egg Nog,Opal,Dandy's Candies,6/2020,1901.1290322580646,0.6302625089564303
Sponge,Chocolate Outer,Coconut,Egg Nog,Opal,Fickelgruber,6/2020,8250.491573033707,0.7976694651761236
Sponge,Chocolate Outer,Dill Pickle,Egg Nog,Olive,Dandy's Candies,6/2020,40608.41346153846,0.6283201046310625
Sponge,Chocolate Outer,Dill Pickle,Egg Nog,Opal,Slugworth,6/2020,150.36549707602342,0.5809863518775324
Sponge,Chocolate Outer,Gingersnap,Egg Nog,Olive,Perk-a-Cola,6/2020,39307.041139240515,0.6374472065649593
Sponge,Chocolate Outer,Gingersnap,Egg Nog,Opal,Zebrabar,6/2020,20.098039215686274,0.5129395302721672
Tiramisu,Chocolate Outer,Chocolate,Egg Nog,Amethyst,Fickelgruber,6/2020,3272.80163599182,0.36675685321374274
Tiramisu,Chocolate Outer,Chocolate,Pear,Amethyst,Zebrabar,6/2020,11555.9375,0.24660515082580098
Tiramisu,Chocolate Outer,Chocolate,Rock and Rye,Teal,Slugworth,6/2020,64.01384083044982,0.1373094053988194
Tiramisu,Chocolate Outer,Doughnut,Egg Nog,Amethyst,Perk-a-Cola,6/2020,8608.709677419354,0.29538811944570786
Tiramisu,Chocolate Outer,Doughnut,Egg Nog,Teal,Zebrabar,6/2020,7892.142857142857,0.3500982618696643
Tiramisu,Chocolate Outer,Doughnut,Ginger Beer,Amethyst,Fickelgruber,6/2020,4057.832278481013,0.378179687078082
Tiramisu,Chocolate Outer,Doughnut,Ginger Beer,Teal,Fickelgruber,6/2020,356.66666666666674,0.2648465355911392
Tiramisu,Chocolate Outer,Doughnut,Pear,Amethyst,Fickelgruber,6/2020,38128.80258899677,0.7213627314241623
Tiramisu,Chocolate Outer,Doughnut,Pear,Burgundy,Zebrabar,6/2020,108.64285714285714,0.6040469393902075
Tiramisu,Chocolate Outer,Doughnut,Pear,Teal,Zebrabar,6/2020,3517.933333333333,0.5429106416686925
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,Slugworth,6/2020,10146.898432174508,0.3932189989149094
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Burgundy,Zebrabar,6/2020,1271.904761904762,0.3786508383390733
Butter,Candy Outer,Butter Pecan,Toffee,Taupe,Slugworth,7/2020,40735.10802469136,0.4134277264889099
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,Slugworth,7/2020,466477.57812500006,0.16053997993098695
Butter,Candy Outer,Ginger Lime,Banana,Burgundy,Perk-a-Cola,7/2020,51795.97953216374,0.10990149769282355
Butter,Candy Outer,Ginger Lime,Banana,White,Fickelgruber,7/2020,13671.296296296296,0.1743295678380386
Butter,Candy Outer,Ginger Lime,Rum,Amethyst,Fickelgruber,7/2020,19147.454268292684,0.14813552714610714
Butter,Candy Outer,Ginger Lime,Rum,Burgundy,Fickelgruber,7/2020,445.5483870967742,0.18572860921527357
Butter,Candy Outer,Ginger Lime,Tutti Frutti,Amethyst,Slugworth,7/2020,12317.397660818711,0.2854766121313848
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,Zebrabar,7/2020,157100.37650602407,0.2248984608990145
Butter,Candy Outer,Margarita,Mixed Berry,Amethyst,Slugworth,7/2020,94285.85714285713,0.1333435641197825
Butter,Candy Outer,Pear,Whipped Cream,White,Zebrabar,7/2020,1460.5975609756094,0.18061896311493011
Butter,Candy Outer,Pink Lemonade,Banana,Amethyst,Dandy's Candies,7/2020,4258.339887640449,0.02030808198609224
Butter,Candy Outer,Raspberry Ginger Ale,Banana,Amethyst,Slugworth,7/2020,16918.132716049382,0.21672857013079497
Butter,Candy Outer,Raspberry Ginger Ale,Vanilla,Amethyst,Slugworth,7/2020,64983.421383647816,0.18656649296408678
Butter,Candy Outer,Raspberry Ginger Ale,Vanilla,Burgundy,Slugworth,7/2020,117.22222222222223,0.12592982180544263
Butter,Candy Outer,Sassafras,Apricot,Amethyst,Fickelgruber,7/2020,149.57142857142858,0.179317564833378
Butter,Candy Outer,Spice,Passion Fruit,Amethyst,Fickelgruber,7/2020,5456.578050443081,0.388162320513865
Butter,Candy Outer,Spice,Passion Fruit,White,Zebrabar,7/2020,2252.261437908497,0.2030090673925919
Butter,Candy Outer,Spice,Whipped Cream,Amethyst,Zebrabar,7/2020,104499.05128205131,0.2648726477293857
Butter,Candy Outer,Spice,Whipped Cream,Burgundy,Slugworth,7/2020,56.07911392405064,0.49597873119721736
Butter,Candy Outer,Spice,Whipped Cream,White,Zebrabar,7/2020,6928.3804627249365,0.15234774934624004
Butter,Candy Outer,Wild Cherry Cream,Apricot,Amethyst,Fickelgruber,7/2020,207.39062500000003,-0.07235963716304064
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,Zebrabar,7/2020,140637.14285714287,0.12955228014622971
Butter,Chocolate Outer,Cream Soda,Peppermint,Burgundy,Dandy's Candies,7/2020,5698.392857142857,0.06164961566807931
Butter,Chocolate Outer,Horchata,Dill Pickle,Amethyst,Fickelgruber,7/2020,90677.41228070176,0.10595692432163362
Butter,Chocolate Outer,Kettle Corn,Black Cherry,Amethyst,Dandy's Candies,7/2020,46247.0,-0.2716998358100559
Butter,Chocolate Outer,Kettle Corn,Black Cherry,Black,Zebrabar,7/2020,109.66666666666669,-0.005644735653457279
Butter,Chocolate Outer,Kettle Corn,Black Cherry,Burgundy,Perk-a-Cola,7/2020,808.2857142857142,-0.02502755268611588
Butter,Chocolate Outer,Kettle Corn,Black Cherry,Opal,Slugworth,7/2020,9076.930817610064,0.12926995019694687
Butter,Chocolate Outer,Kettle Corn,Black Cherry,White,Fickelgruber,7/2020,3997.320261437909,-0.18724772669081216
Butter,Chocolate Outer,Lemon Bar,Wild Cherry Cream,Amethyst,Dandy's Candies,7/2020,71138.51966292135,-0.3493472554245848
Butter,Chocolate Outer,Orange Pineapple	P,Papaya,Amethyst,Perk-a-Cola,7/2020,123382.32621951221,-0.19328040615534678
Butter,Chocolate Outer,Orange Pineapple	P,Papaya,Burgundy,Perk-a-Cola,7/2020,1604.1437908496732,0.07872175421495446
Butter,Chocolate Outer,Plum,Black Cherry,Amethyst,Fickelgruber,7/2020,30221.5,0.22195181095772573
Butter,Chocolate Outer,Plum,Black Cherry,Opal,Fickelgruber,7/2020,15244.632812500002,0.07109996561253401
Butter,Chocolate Outer,Plum,Black Cherry,White,Perk-a-Cola,7/2020,20527.75432525952,0.03493820485869817
Butter,Chocolate Outer,Plum,Mango,Black,Slugworth,7/2020,6763.539187227868,0.14839879947817405
Butter,Jelly Filled,Orange,Cucumber,Amethyst,Slugworth,7/2020,42876.375,0.05655177531419889
Butter,Jelly Filled,Orange,Cucumber,Burgundy,Dandy's Candies,7/2020,29517.05442670537,0.10569096126562344
Cheese,Chocolate Outer,Butter Toffee,Egg Nog,Citrine,Slugworth,7/2020,494.57142857142856,0.3082733832900084
Cheese,Chocolate Outer,Butter Toffee,Egg Nog,Rose,Perk-a-Cola,7/2020,26081.56401384083,0.3921489799231417
Cheese,Chocolate Outer,Butter Toffee,Egg Nog,Slate,Perk-a-Cola,7/2020,916.3717948717947,0.45700653003796116
Cheese,Chocolate Outer,Butter Toffee,Egg Nog,Teal,Zebrabar,7/2020,4130.2946298984025,0.39646831580681935
Cheese,Chocolate Outer,Butter Toffee,Egg Nog,White,Perk-a-Cola,7/2020,1702.1929824561405,0.3623772530720584
Cheese,Chocolate Outer,Lemon,Egg Nog,Rose,Slugworth,7/2020,1253403.0130624091,0.4737119745455475
Cheese,Chocolate Outer,Lemon,Egg Nog,Teal,Dandy's Candies,7/2020,895.9082278481012,0.3970876238452906
Chiffon,Chocolate Outer,Acai Berry,Egg Nog,Teal,Zebrabar,7/2020,3532.160377358491,0.11340547069063495
Chiffon,Chocolate Outer,Acai Berry,Egg Nog,White,Slugworth,7/2020,2694.0,0.22583504311898195
Chiffon,Chocolate Outer,Apricot,Egg Nog,White,Dandy's Candies,7/2020,86.24595469255665,0.19836557256298054
Chiffon,Chocolate Outer,Birch Beer,Egg Nog,White,Slugworth,7/2020,343.1394601542417,0.12142611327347609
Chiffon,Chocolate Outer,Cherry Cream Spice,Egg Nog,White,Perk-a-Cola,7/2020,10245.87593728698,0.007900425646890929
Chiffon,Chocolate Outer,Creme de Menthe,Egg Nog,White,Zebrabar,7/2020,59368.76777939042,0.14103554567201887
Chiffon,Chocolate Outer,Fruit Punch,Egg Nog,White,Perk-a-Cola,7/2020,3071.4691011235955,0.08888069356860182
Chiffon,Chocolate Outer,Ginger Ale,Egg Nog,Black,Zebrabar,7/2020,102.38709677419355,0.14873486658278054
Chiffon,Chocolate Outer,Ginger Ale,Egg Nog,White,Fickelgruber,7/2020,14626.074074074077,0.3316033685860632
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,Black,Slugworth,7/2020,11791.8,0.1736954230611638
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,Opal,Fickelgruber,7/2020,13504.20634920635,0.19257123707233997
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,White,Perk-a-Cola,7/2020,83347.75862068968,0.1655749164760116
Chiffon,Chocolate Outer,Grand Mariner,Pear,White,Slugworth,7/2020,1158.125,0.11063153692027704
Chiffon,Chocolate Outer,Grand Mariner,Rock and Rye,Opal,Slugworth,7/2020,16347.428571428569,0.06400897047422144
Chiffon,Chocolate Outer,Grand Mariner,Rock and Rye,White,Dandy's Candies,7/2020,736.1797752808989,0.1526777919164999
Chiffon,Chocolate Outer,Orange Brandy,Egg Nog,Teal,Dandy's Candies,7/2020,2543.106741573034,0.20259124411983953
Chiffon,Chocolate Outer,Pecan,Egg Nog,White,Perk-a-Cola,7/2020,8808.576923076922,0.08766568916787322
Chiffon,Chocolate Outer,Plum,Egg Nog,Black,Fickelgruber,7/2020,2854.854368932039,0.18055458259453588
Chiffon,Chocolate Outer,Plum,Egg Nog,Opal,Perk-a-Cola,7/2020,1558.3101265822784,-0.18129602579979662
Chiffon,Chocolate Outer,Toasted Coconut,Egg Nog,Black,Perk-a-Cola,7/2020,176.36477987421384,0.17194381995236924
Chiffon,Chocolate Outer,Toasted Coconut,Egg Nog,White,Fickelgruber,7/2020,61397.714285714275,0.09755477988748297
Chiffon,Chocolate Outer,Watermelon,Egg Nog,Opal,Perk-a-Cola,7/2020,2637.8993710691825,0.17293750565684102
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,Slugworth,7/2020,215854.732946299,0.1838260009489173
Chiffon,Chocolate Outer,Wintergreen,Egg Nog,White,Zebrabar,7/2020,18557.572327044025,0.13348574079210643
Pound,Candy Outer,Vanilla,Tangerine,Black,Zebrabar,7/2020,712.4603174603176,0.46166122413983474
Pound,Candy Outer,Vanilla,Tangerine,Opal,Fickelgruber,7/2020,4723.4912917271395,0.26203057579065453
Pound,Candy Outer,Vanilla,Tangerine,White,Fickelgruber,7/2020,10796.31640058055,0.3038786997588987
Pound,Chocolate Outer,Bavarian Cream,Apple,Tiffany,Dandy's Candies,7/2020,5892.189759036144,0.30641543340558847
Pound,Chocolate Outer,Bavarian Cream,Black Currant,Tiffany,Dandy's Candies,7/2020,16.423076923076927,0.2749728866314422
Pound,Chocolate Outer,Bavarian Cream,Kiwi,Tiffany,Perk-a-Cola,7/2020,3048.0,0.10168111005253608
Pound,Chocolate Outer,Bavarian Cream,Lemon,Tiffany,Zebrabar,7/2020,5071.7861635220115,0.109090053107949
Pound,Chocolate Outer,Bavarian Cream,Tangerine,Tiffany,Fickelgruber,7/2020,220.55016181229772,0.24881721558997982
Pound,Chocolate Outer,Black Licorice,Egg Nog,Opal,Perk-a-Cola,7/2020,5907.667682926829,0.562699986232412
Pound,Chocolate Outer,Black Licorice,Egg Nog,White,Slugworth,7/2020,2386.449438202247,0.28086640145416364
Pound,Chocolate Outer,Caramel Cream,Apple,Opal,Fickelgruber,7/2020,1462.075471698113,0.21827234299393056
Pound,Chocolate Outer,Caramel Cream,Apple,White,Slugworth,7/2020,579.7777777777778,0.3923109175867747
Pound,Chocolate Outer,Caramel Cream,Black Currant,Opal,Perk-a-Cola,7/2020,13121.345911949686,0.2543967342654445
Pound,Chocolate Outer,Caramel Cream,Black Currant,White,Dandy's Candies,7/2020,283.1538461538462,0.4404325859702058
Pound,Chocolate Outer,Caramel Cream,Kiwi,Black,Zebrabar,7/2020,205.28571428571428,0.05585949182150743
