Base Cake,Truffle Type,Primary Flavor,Secondary Flavor,Color Group,Width,Height,Net Sales Quantity in KG,EBITDA,Product
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,820,35,1475.2,-788.91,Butter-Chocolate Outer-Cream Soda-Peppermint-Amethyst-820-35
Butter,Chocolate Outer,Horchata,Dill Pickle,Amethyst,1000,45,1959.0,-794.72,Butter-Chocolate Outer-Horchata-Dill Pickle-Amethyst-1000-45
Butter,Chocolate Outer,Orange Pineapple	P,Papaya,Amethyst,900,50,3752.8,-796.52,Butter-Chocolate Outer-Orange Pineapple	P-Papaya-Amethyst-900-50
Butter,Chocolate Outer,Orange Pineapple	P,Papaya,Amethyst,1320,45,9381.5,-798.57,Butter-Chocolate Outer-Orange Pineapple	P-Papaya-Amethyst-1320-45
Butter,Candy Outer,Spice,Passion Fruit,White,350,70,25.3,-808.92,Butter-Candy Outer-Spice-Passion Fruit-White-350-70
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,755,50,229.7,-810.09,Butter-Candy Outer-Ginger Lime-Vanilla-Amethyst-755-50
Butter,Candy Outer,Pink Lemonade,Banana,Amethyst,920,45,1965.5,-811.08,Butter-Candy Outer-Pink Lemonade-Banana-Amethyst-920-45
Butter,Chocolate Outer,Horchata,Dill Pickle,Amethyst,606,50,1887.8,-817.09,Butter-Chocolate Outer-Horchata-Dill Pickle-Amethyst-606-50
Butter,Candy Outer,Margarita,Mixed Berry,Amethyst,1120,50,0.0,-817.43,Butter-Candy Outer-Margarita-Mixed Berry-Amethyst-1120-50
Butter,Candy Outer,Sassafras,Apricot,Amethyst,650,45,161.1,-819.47,Butter-Candy Outer-Sassafras-Apricot-Amethyst-650-45
Butter,Chocolate Outer,Orange Pineapple	P,Papaya,Amethyst,940,45,5601.7,-823.41,Butter-Chocolate Outer-Orange Pineapple	P-Papaya-Amethyst-940-45
Butter,Chocolate Outer,Lemon Bar,Wild Cherry Cream,Amethyst,1086,50,256.5,-832.03,Butter-Chocolate Outer-Lemon Bar-Wild Cherry Cream-Amethyst-1086-50
Butter,Candy Outer,Ginger Lime,Banana,Burgundy,650,45,10374.5,-837.02,Butter-Candy Outer-Ginger Lime-Banana-Burgundy-650-45
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,305,50,1180.5,-841.96,Butter-Chocolate Outer-Cream Soda-Peppermint-Amethyst-305-50
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,317,65,6408.0,-845.98,Butter-Candy Outer-Ginger Lime-Vanilla-Amethyst-317-65
Butter,Chocolate Outer,Horchata,Dill Pickle,Amethyst,340,40,35.9,-847.44,Butter-Chocolate Outer-Horchata-Dill Pickle-Amethyst-340-40
Butter,Chocolate Outer,Plum,Black Cherry,Opal,260,75,2013.5,-849.89,Butter-Chocolate Outer-Plum-Black Cherry-Opal-260-75
Butter,Chocolate Outer,Horchata,Dill Pickle,Amethyst,668,40,2616.0,-864.54,Butter-Chocolate Outer-Horchata-Dill Pickle-Amethyst-668-40
Butter,Chocolate Outer,Plum,Black Cherry,Amethyst,470,75,1906.6,-882.2,Butter-Chocolate Outer-Plum-Black Cherry-Amethyst-470-75
Butter,Chocolate Outer,Kettle Corn,Black Cherry,Opal,450,75,11840.2,-883.19,Butter-Chocolate Outer-Kettle Corn-Black Cherry-Opal-450-75
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,445,50,12223.7,-886.07,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-445-50
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,1030,40,970.5,-888.4,Butter-Chocolate Outer-Cream Soda-Peppermint-Amethyst-1030-40
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,600,35,1851.8,-890.1,Butter-Chocolate Outer-Cream Soda-Peppermint-Amethyst-600-35
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,650,45,1986.1,-891.27,Butter-Chocolate Outer-Cream Soda-Peppermint-Amethyst-650-45
Butter,Chocolate Outer,Horchata,Dill Pickle,Amethyst,495,45,1177.3,-896.87,Butter-Chocolate Outer-Horchata-Dill Pickle-Amethyst-495-45
Butter,Chocolate Outer,Plum,Black Cherry,White,445,75,1525.6,-901.54,Butter-Chocolate Outer-Plum-Black Cherry-White-445-75
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,1191,50,2464.2,-903.38,Butter-Chocolate Outer-Cream Soda-Peppermint-Amethyst-1191-50
Butter,Chocolate Outer,Plum,Black Cherry,Amethyst,238,75,5551.0,-907.59,Butter-Chocolate Outer-Plum-Black Cherry-Amethyst-238-75
Butter,Candy Outer,Ginger Lime,Banana,Burgundy,734,45,11974.0,-913.68,Butter-Candy Outer-Ginger Lime-Banana-Burgundy-734-45
Butter,Chocolate Outer,Orange Pineapple	P,Papaya,Amethyst,975,50,2962.7,-919.17,Butter-Chocolate Outer-Orange Pineapple	P-Papaya-Amethyst-975-50
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,320,45,35.5,-927.73,Butter-Candy Outer-Ginger Lime-Vanilla-Amethyst-320-45
Butter,Chocolate Outer,Orange Pineapple	P,Papaya,Amethyst,920,45,5483.3,-927.94,Butter-Chocolate Outer-Orange Pineapple	P-Papaya-Amethyst-920-45
Butter,Chocolate Outer,Orange Pineapple	P,Papaya,Amethyst,995,50,3035.6,-929.37,Butter-Chocolate Outer-Orange Pineapple	P-Papaya-Amethyst-995-50
Butter,Candy Outer,Ginger Lime,Banana,Burgundy,677,50,33886.5,-931.39,Butter-Candy Outer-Ginger Lime-Banana-Burgundy-677-50
Butter,Chocolate Outer,Lemon Bar,Wild Cherry Cream,Amethyst,1000,50,17326.94,-933.67,Butter-Chocolate Outer-Lemon Bar-Wild Cherry Cream-Amethyst-1000-50
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,760,50,1786.1,-939.94,Butter-Chocolate Outer-Cream Soda-Peppermint-Amethyst-760-50
Butter,Chocolate Outer,Plum,Black Cherry,Opal,108,75,2127.4,-945.82,Butter-Chocolate Outer-Plum-Black Cherry-Opal-108-75
Butter,Candy Outer,Butter Pecan,Toffee,Taupe,500,40,82.2,-957.96,Butter-Candy Outer-Butter Pecan-Toffee-Taupe-500-40
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,350,50,2964.9,-960.0,Butter-Chocolate Outer-Cream Soda-Peppermint-Amethyst-350-50
Butter,Candy Outer,Margarita,Mixed Berry,Amethyst,480,40,52.1,-966.12,Butter-Candy Outer-Margarita-Mixed Berry-Amethyst-480-40
Butter,Candy Outer,Ginger Lime,Banana,Burgundy,887,50,6629.1,-966.51,Butter-Candy Outer-Ginger Lime-Banana-Burgundy-887-50
Butter,Chocolate Outer,Plum,Black Cherry,Opal,106,75,4798.5,-967.75,Butter-Chocolate Outer-Plum-Black Cherry-Opal-106-75
Butter,Candy Outer,Margarita,Mixed Berry,Amethyst,475,40,40.1,-976.01,Butter-Candy Outer-Margarita-Mixed Berry-Amethyst-475-40
Butter,Candy Outer,Ginger Lime,Banana,White,610,50,133.9,-977.65,Butter-Candy Outer-Ginger Lime-Banana-White-610-50
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,1020,50,1485.4,-980.98,Butter-Chocolate Outer-Cream Soda-Peppermint-Amethyst-1020-50
Butter,Chocolate Outer,Horchata,Dill Pickle,Amethyst,280,50,2877.8,-991.9,Butter-Chocolate Outer-Horchata-Dill Pickle-Amethyst-280-50
Butter,Chocolate Outer,Horchata,Dill Pickle,Amethyst,250,50,2841.0,-1005.84,Butter-Chocolate Outer-Horchata-Dill Pickle-Amethyst-250-50
Butter,Chocolate Outer,Horchata,Dill Pickle,Amethyst,870,47,9064.6,-1013.96,Butter-Chocolate Outer-Horchata-Dill Pickle-Amethyst-870-47
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,700,50,211.9,-1019.3,Butter-Chocolate Outer-Cream Soda-Peppermint-Amethyst-700-50
Butter,Chocolate Outer,Kettle Corn,Black Cherry,White,270,75,1847.4,-1020.04,Butter-Chocolate Outer-Kettle Corn-Black Cherry-White-270-75
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,355,50,3148.8,-1022.84,Butter-Chocolate Outer-Cream Soda-Peppermint-Amethyst-355-50
Butter,Candy Outer,Wild Cherry Cream,Apricot,Amethyst,833,45,196.0,-1026.43,Butter-Candy Outer-Wild Cherry Cream-Apricot-Amethyst-833-45
Butter,Chocolate Outer,Orange Pineapple	P,Papaya,Amethyst,267,50,1761.2,-1028.11,Butter-Chocolate Outer-Orange Pineapple	P-Papaya-Amethyst-267-50
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,345,50,5536.1,-1030.35,Butter-Chocolate Outer-Cream Soda-Peppermint-Amethyst-345-50
Butter,Chocolate Outer,Horchata,Dill Pickle,Amethyst,605,40,2967.4,-1036.33,Butter-Chocolate Outer-Horchata-Dill Pickle-Amethyst-605-40
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,660,35,1368.0,-1054.04,Butter-Chocolate Outer-Cream Soda-Peppermint-Amethyst-660-35
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,1050,50,269.3,-1061.85,Butter-Candy Outer-Ginger Lime-Vanilla-Amethyst-1050-50
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,250,50,245.0,-1064.24,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-250-50
Butter,Chocolate Outer,Orange Pineapple	P,Papaya,Amethyst,540,45,1903.8,-1079.96,Butter-Chocolate Outer-Orange Pineapple	P-Papaya-Amethyst-540-45
Butter,Candy Outer,Wild Cherry Cream,Apricot,Amethyst,430,45,237.9,-1086.92,Butter-Candy Outer-Wild Cherry Cream-Apricot-Amethyst-430-45
Butter,Candy Outer,Sassafras,Apricot,Amethyst,850,40,272.3,-1105.88,Butter-Candy Outer-Sassafras-Apricot-Amethyst-850-40
Butter,Candy Outer,Ginger Lime,Rum,Burgundy,475,50,3603.5,-1112.31,Butter-Candy Outer-Ginger Lime-Rum-Burgundy-475-50
Butter,Candy Outer,Butter Pecan,Toffee,Taupe,890,50,184.2,-1129.87,Butter-Candy Outer-Butter Pecan-Toffee-Taupe-890-50
Butter,Candy Outer,Butter Pecan,Toffee,Taupe,400,50,96.1,-1130.1,Butter-Candy Outer-Butter Pecan-Toffee-Taupe-400-50
Butter,Chocolate Outer,Horchata,Dill Pickle,Amethyst,324,50,3633.9,-1139.26,Butter-Chocolate Outer-Horchata-Dill Pickle-Amethyst-324-50
Butter,Chocolate Outer,Plum,Black Cherry,Opal,240,75,4308.7,-1146.17,Butter-Chocolate Outer-Plum-Black Cherry-Opal-240-75
Butter,Chocolate Outer,Kettle Corn,Black Cherry,Amethyst,240,75,5887.3,-1150.22,Butter-Chocolate Outer-Kettle Corn-Black Cherry-Amethyst-240-75
Butter,Chocolate Outer,Plum,Black Cherry,Opal,346,75,10502.6,-1154.74,Butter-Chocolate Outer-Plum-Black Cherry-Opal-346-75
Butter,Chocolate Outer,Orange Pineapple	P,Papaya,Amethyst,305,50,2026.8,-1163.32,Butter-Chocolate Outer-Orange Pineapple	P-Papaya-Amethyst-305-50
Butter,Candy Outer,Wild Cherry Cream,Apricot,Amethyst,1060,45,248.0,-1169.1,Butter-Candy Outer-Wild Cherry Cream-Apricot-Amethyst-1060-45
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,920,50,1964.0,-1171.76,Butter-Chocolate Outer-Cream Soda-Peppermint-Amethyst-920-50
Butter,Chocolate Outer,Horchata,Dill Pickle,Amethyst,700,40,3336.3,-1182.84,Butter-Chocolate Outer-Horchata-Dill Pickle-Amethyst-700-40
Butter,Chocolate Outer,Plum,Black Cherry,Opal,410,75,4101.5,-1191.97,Butter-Chocolate Outer-Plum-Black Cherry-Opal-410-75
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,1300,50,4028.0,-1217.99,Butter-Chocolate Outer-Cream Soda-Peppermint-Amethyst-1300-50
Butter,Candy Outer,Sassafras,Apricot,Amethyst,670,45,326.0,-1231.09,Butter-Candy Outer-Sassafras-Apricot-Amethyst-670-45
Butter,Chocolate Outer,Lemon Bar,Wild Cherry Cream,Amethyst,560,40,-404.324,-1243.26,Butter-Chocolate Outer-Lemon Bar-Wild Cherry Cream-Amethyst-560-40
Butter,Chocolate Outer,Orange Pineapple	P,Papaya,Amethyst,354,50,2707.5,-1252.67,Butter-Chocolate Outer-Orange Pineapple	P-Papaya-Amethyst-354-50
Butter,Chocolate Outer,Horchata,Dill Pickle,Amethyst,230,50,3944.5,-1261.03,Butter-Chocolate Outer-Horchata-Dill Pickle-Amethyst-230-50
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,343,50,5269.0,-1284.99,Butter-Chocolate Outer-Cream Soda-Peppermint-Amethyst-343-50
Butter,Candy Outer,Ginger Lime,Tutti Frutti,Amethyst,525,65,4206.6,-1295.2,Butter-Candy Outer-Ginger Lime-Tutti Frutti-Amethyst-525-65
Butter,Chocolate Outer,Orange Pineapple	P,Papaya,Amethyst,980,45,3056.7,-1306.43,Butter-Chocolate Outer-Orange Pineapple	P-Papaya-Amethyst-980-45
Butter,Chocolate Outer,Horchata,Dill Pickle,Amethyst,700,50,92.3,-1309.37,Butter-Chocolate Outer-Horchata-Dill Pickle-Amethyst-700-50
Butter,Candy Outer,Butter Pecan,Toffee,Taupe,330,50,135.6,-1311.6,Butter-Candy Outer-Butter Pecan-Toffee-Taupe-330-50
Butter,Candy Outer,Spice,Passion Fruit,Amethyst,445,75,180.4,-1317.35,Butter-Candy Outer-Spice-Passion Fruit-Amethyst-445-75
Butter,Chocolate Outer,Horchata,Dill Pickle,Amethyst,287,45,2572.3,-1320.31,Butter-Chocolate Outer-Horchata-Dill Pickle-Amethyst-287-45
Butter,Chocolate Outer,Lemon Bar,Wild Cherry Cream,Amethyst,260,40,2006.5,-1329.62,Butter-Chocolate Outer-Lemon Bar-Wild Cherry Cream-Amethyst-260-40
Butter,Chocolate Outer,Lemon Bar,Wild Cherry Cream,Amethyst,1030,50,1810.0,-1339.79,Butter-Chocolate Outer-Lemon Bar-Wild Cherry Cream-Amethyst-1030-50
Butter,Chocolate Outer,Horchata,Dill Pickle,Amethyst,1050,50,2888.5,-1343.87,Butter-Chocolate Outer-Horchata-Dill Pickle-Amethyst-1050-50
Butter,Chocolate Outer,Orange Pineapple	P,Papaya,Amethyst,550,40,2729.0,-1349.62,Butter-Chocolate Outer-Orange Pineapple	P-Papaya-Amethyst-550-40
Butter,Candy Outer,Wild Cherry Cream,Apricot,Amethyst,645,45,344.1,-1350.01,Butter-Candy Outer-Wild Cherry Cream-Apricot-Amethyst-645-45
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,670,50,130.5,-1358.81,Butter-Chocolate Outer-Cream Soda-Peppermint-Amethyst-670-50
Butter,Candy Outer,Margarita,Mixed Berry,Amethyst,275,45,2054.5,-1363.2,Butter-Candy Outer-Margarita-Mixed Berry-Amethyst-275-45
Butter,Candy Outer,Butter Pecan,Toffee,Taupe,1016,50,1701.0,-1368.19,Butter-Candy Outer-Butter Pecan-Toffee-Taupe-1016-50
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,300,50,68.1,-1376.36,Butter-Candy Outer-Ginger Lime-Vanilla-Amethyst-300-50
Butter,Chocolate Outer,Orange Pineapple	P,Papaya,Amethyst,408,45,3113.8,-1380.84,Butter-Chocolate Outer-Orange Pineapple	P-Papaya-Amethyst-408-45
Butter,Chocolate Outer,Horchata,Dill Pickle,Amethyst,425,45,2067.5,-1396.23,Butter-Chocolate Outer-Horchata-Dill Pickle-Amethyst-425-45
Butter,Chocolate Outer,Kettle Corn,Black Cherry,Opal,343,75,6651.5,-1401.84,Butter-Chocolate Outer-Kettle Corn-Black Cherry-Opal-343-75
Butter,Candy Outer,Margarita,Mixed Berry,Amethyst,670,40,10209.1,-1413.12,Butter-Candy Outer-Margarita-Mixed Berry-Amethyst-670-40
Butter,Candy Outer,Wild Cherry Cream,Apricot,Amethyst,890,45,319.4,-1413.67,Butter-Candy Outer-Wild Cherry Cream-Apricot-Amethyst-890-45
Butter,Candy Outer,Margarita,Mixed Berry,Amethyst,350,45,11829.0,-1427.36,Butter-Candy Outer-Margarita-Mixed Berry-Amethyst-350-45
Butter,Chocolate Outer,Horchata,Dill Pickle,Amethyst,222,50,6342.2,-1432.06,Butter-Chocolate Outer-Horchata-Dill Pickle-Amethyst-222-50
Butter,Candy Outer,Ginger Lime,Tutti Frutti,Amethyst,1045,65,0.0,-1432.42,Butter-Candy Outer-Ginger Lime-Tutti Frutti-Amethyst-1045-65
Butter,Chocolate Outer,Lemon Bar,Wild Cherry Cream,Amethyst,650,50,2089.8,-1434.09,Butter-Chocolate Outer-Lemon Bar-Wild Cherry Cream-Amethyst-650-50
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,1145,40,2781.4,-1452.95,Butter-Chocolate Outer-Cream Soda-Peppermint-Amethyst-1145-40
Butter,Chocolate Outer,Lemon Bar,Wild Cherry Cream,Amethyst,220,40,1787.4,-1455.61,Butter-Chocolate Outer-Lemon Bar-Wild Cherry Cream-Amethyst-220-40
Butter,Chocolate Outer,Orange Pineapple	P,Papaya,Burgundy,136,50,4830.9,-1465.71,Butter-Chocolate Outer-Orange Pineapple	P-Papaya-Burgundy-136-50
Butter,Chocolate Outer,Plum,Black Cherry,Opal,333,75,9655.4,-1494.11,Butter-Chocolate Outer-Plum-Black Cherry-Opal-333-75
Butter,Candy Outer,Ginger Lime,Banana,Burgundy,711,40,11160.1,-1502.4,Butter-Candy Outer-Ginger Lime-Banana-Burgundy-711-40
Butter,Chocolate Outer,Horchata,Dill Pickle,Amethyst,384,45,2923.5,-1511.93,Butter-Chocolate Outer-Horchata-Dill Pickle-Amethyst-384-45
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,260,50,4251.5,-1514.14,Butter-Chocolate Outer-Cream Soda-Peppermint-Amethyst-260-50
Butter,Chocolate Outer,Kettle Corn,Black Cherry,Amethyst,390,75,13454.0,-1521.81,Butter-Chocolate Outer-Kettle Corn-Black Cherry-Amethyst-390-75
Butter,Chocolate Outer,Orange Pineapple	P,Papaya,Amethyst,597,45,2188.7,-1521.83,Butter-Chocolate Outer-Orange Pineapple	P-Papaya-Amethyst-597-45
Butter,Chocolate Outer,Orange Pineapple	P,Papaya,Amethyst,1220,45,5921.1,-1530.24,Butter-Chocolate Outer-Orange Pineapple	P-Papaya-Amethyst-1220-45
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,395,50,-1128.6,-1547.44,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-395-50
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,1000,50,1922.3,-1548.23,Butter-Chocolate Outer-Cream Soda-Peppermint-Amethyst-1000-50
Butter,Chocolate Outer,Horchata,Dill Pickle,Amethyst,228,45,2867.5,-1559.12,Butter-Chocolate Outer-Horchata-Dill Pickle-Amethyst-228-45
Butter,Chocolate Outer,Lemon Bar,Wild Cherry Cream,Amethyst,1100,40,2149.0,-1564.84,Butter-Chocolate Outer-Lemon Bar-Wild Cherry Cream-Amethyst-1100-40
Butter,Candy Outer,Margarita,Mixed Berry,Amethyst,240,40,15383.5,-1575.47,Butter-Candy Outer-Margarita-Mixed Berry-Amethyst-240-40
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,230,60,10653.1,-1580.45,Butter-Chocolate Outer-Cream Soda-Peppermint-Amethyst-230-60
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,668,40,2077.0,-1584.68,Butter-Chocolate Outer-Cream Soda-Peppermint-Amethyst-668-40
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,825,40,1802.6,-1616.78,Butter-Chocolate Outer-Cream Soda-Peppermint-Amethyst-825-40
Butter,Chocolate Outer,Plum,Black Cherry,Amethyst,260,75,3287.0,-1664.12,Butter-Chocolate Outer-Plum-Black Cherry-Amethyst-260-75
Butter,Chocolate Outer,Orange Pineapple	P,Papaya,Amethyst,580,40,1896.5,-1683.78,Butter-Chocolate Outer-Orange Pineapple	P-Papaya-Amethyst-580-40
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,1000,38,2045.5,-1686.29,Butter-Chocolate Outer-Cream Soda-Peppermint-Amethyst-1000-38
Butter,Candy Outer,Margarita,Mixed Berry,Amethyst,320,45,6121.6,-1693.6,Butter-Candy Outer-Margarita-Mixed Berry-Amethyst-320-45
Butter,Chocolate Outer,Horchata,Dill Pickle,Amethyst,244,50,8596.7,-1701.18,Butter-Chocolate Outer-Horchata-Dill Pickle-Amethyst-244-50
Butter,Candy Outer,Butter Pecan,Toffee,Taupe,600,50,2217.4,-1711.56,Butter-Candy Outer-Butter Pecan-Toffee-Taupe-600-50
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,740,50,4453.7,-1713.53,Butter-Chocolate Outer-Cream Soda-Peppermint-Amethyst-740-50
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,550,40,23615.4,-1715.01,Butter-Candy Outer-Ginger Lime-Vanilla-Amethyst-550-40
Butter,Chocolate Outer,Horchata,Dill Pickle,Amethyst,1220,45,7946.5,-1715.39,Butter-Chocolate Outer-Horchata-Dill Pickle-Amethyst-1220-45
Butter,Chocolate Outer,Kettle Corn,Black Cherry,White,343,75,6209.5,-1744.94,Butter-Chocolate Outer-Kettle Corn-Black Cherry-White-343-75
Butter,Candy Outer,Butter Pecan,Toffee,Taupe,600,40,98.6,-1749.19,Butter-Candy Outer-Butter Pecan-Toffee-Taupe-600-40
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,725,50,455.7,-1767.53,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-725-50
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,915,50,359.2,-1792.88,Butter-Candy Outer-Ginger Lime-Vanilla-Amethyst-915-50
Butter,Chocolate Outer,Lemon Bar,Wild Cherry Cream,Amethyst,1020,40,2956.5,-1821.54,Butter-Chocolate Outer-Lemon Bar-Wild Cherry Cream-Amethyst-1020-40
Butter,Candy Outer,Butter Pecan,Toffee,Taupe,333,50,291.2,-1835.72,Butter-Candy Outer-Butter Pecan-Toffee-Taupe-333-50
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,310,45,6053.0,-1867.71,Butter-Chocolate Outer-Cream Soda-Peppermint-Amethyst-310-45
Butter,Chocolate Outer,Orange Pineapple	P,Papaya,Amethyst,477,45,2797.5,-1875.22,Butter-Chocolate Outer-Orange Pineapple	P-Papaya-Amethyst-477-45
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,667,40,1431.0,-1890.95,Butter-Chocolate Outer-Cream Soda-Peppermint-Amethyst-667-40
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,240,45,4722.0,-1898.8,Butter-Chocolate Outer-Cream Soda-Peppermint-Amethyst-240-45
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,680,40,3826.3,-1918.36,Butter-Chocolate Outer-Cream Soda-Peppermint-Amethyst-680-40
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,1050,40,1943.0,-1929.86,Butter-Chocolate Outer-Cream Soda-Peppermint-Amethyst-1050-40
Butter,Chocolate Outer,Horchata,Dill Pickle,Amethyst,410,45,4897.9,-1930.78,Butter-Chocolate Outer-Horchata-Dill Pickle-Amethyst-410-45
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,610,40,3931.6,-1931.11,Butter-Chocolate Outer-Cream Soda-Peppermint-Amethyst-610-40
Butter,Chocolate Outer,Lemon Bar,Wild Cherry Cream,Amethyst,780,40,2001.2,-1934.61,Butter-Chocolate Outer-Lemon Bar-Wild Cherry Cream-Amethyst-780-40
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,577,40,3164.6,-1937.71,Butter-Chocolate Outer-Cream Soda-Peppermint-Amethyst-577-40
Butter,Jelly Filled,Orange,Cucumber,Amethyst,825,50,141.6,-1958.38,Butter-Jelly Filled-Orange-Cucumber-Amethyst-825-50
Butter,Chocolate Outer,Orange Pineapple	P,Papaya,Amethyst,1040,50,3855.2,-1969.08,Butter-Chocolate Outer-Orange Pineapple	P-Papaya-Amethyst-1040-50
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,660,40,212.7,-1983.96,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-660-40
Butter,Chocolate Outer,Horchata,Dill Pickle,Amethyst,590,40,7779.0,-1993.72,Butter-Chocolate Outer-Horchata-Dill Pickle-Amethyst-590-40
Butter,Chocolate Outer,Orange Pineapple	P,Papaya,Burgundy,1400,50,5362.5,-2049.87,Butter-Chocolate Outer-Orange Pineapple	P-Papaya-Burgundy-1400-50
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,800,40,3050.5,-2054.54,Butter-Chocolate Outer-Cream Soda-Peppermint-Amethyst-800-40
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,420,45,4806.5,-2066.13,Butter-Chocolate Outer-Cream Soda-Peppermint-Amethyst-420-45
Butter,Chocolate Outer,Kettle Corn,Black Cherry,Amethyst,565,75,9843.7,-2088.9,Butter-Chocolate Outer-Kettle Corn-Black Cherry-Amethyst-565-75
Butter,Chocolate Outer,Orange Pineapple	P,Papaya,Amethyst,611,50,4051.1,-2104.57,Butter-Chocolate Outer-Orange Pineapple	P-Papaya-Amethyst-611-50
Butter,Chocolate Outer,Horchata,Dill Pickle,Amethyst,470,45,5299.9,-2118.06,Butter-Chocolate Outer-Horchata-Dill Pickle-Amethyst-470-45
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,490,38,2507.5,-2130.45,Butter-Chocolate Outer-Cream Soda-Peppermint-Amethyst-490-38
Butter,Chocolate Outer,Orange Pineapple	P,Papaya,Amethyst,480,45,2763.5,-2135.55,Butter-Chocolate Outer-Orange Pineapple	P-Papaya-Amethyst-480-45
Butter,Chocolate Outer,Orange Pineapple	P,Papaya,Amethyst,1145,50,9210.3,-2138.32,Butter-Chocolate Outer-Orange Pineapple	P-Papaya-Amethyst-1145-50
Butter,Chocolate Outer,Orange Pineapple	P,Papaya,Amethyst,635,45,2202.0,-2150.85,Butter-Chocolate Outer-Orange Pineapple	P-Papaya-Amethyst-635-45
Butter,Chocolate Outer,Orange Pineapple	P,Papaya,Amethyst,470,45,4482.9,-2159.13,Butter-Chocolate Outer-Orange Pineapple	P-Papaya-Amethyst-470-45
Butter,Chocolate Outer,Kettle Corn,Black Cherry,Opal,470,75,4860.5,-2175.24,Butter-Chocolate Outer-Kettle Corn-Black Cherry-Opal-470-75
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,965,70,270.6,-2197.27,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-965-70
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,710,40,2826.8,-2201.47,Butter-Chocolate Outer-Cream Soda-Peppermint-Amethyst-710-40
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,1310,40,5418.5,-2221.32,Butter-Chocolate Outer-Cream Soda-Peppermint-Amethyst-1310-40
Butter,Chocolate Outer,Horchata,Dill Pickle,Amethyst,415,50,9125.5,-2236.73,Butter-Chocolate Outer-Horchata-Dill Pickle-Amethyst-415-50
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,201,50,15519.9,-2260.26,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-201-50
Butter,Chocolate Outer,Orange Pineapple	P,Papaya,Amethyst,517,50,4555.4,-2267.51,Butter-Chocolate Outer-Orange Pineapple	P-Papaya-Amethyst-517-50
